Date,Latitude,Longitude,temperature_2m_max,sunshine_duration,rain_sum,wind_speed_10m_max,shortwave_radiation_sum,DOY
2024-08-04 00:00:00+10:00,-20.984182357788086,145.0405731201172,23.1405,34179.94,0.0,7.543209,14.85,216
2024-08-05 00:00:00+10:00,-20.984182357788086,145.0405731201172,27.0905,36946.914,0.0,5.872819,17.42,217
2024-08-06 00:00:00+10:00,-20.984182357788086,145.0405731201172,27.790499,37786.504,0.0,4.4654226,17.69,218
2024-08-07 00:00:00+10:00,-20.984182357788086,145.0405731201172,27.5905,37846.91,0.90000004,3.1144822,18.71,219
2024-08-08 00:00:00+10:00,-20.984182357788086,145.0405731201172,26.3905,33449.57,0.0,5.491812,17.12,220
2024-08-09 00:00:00+10:00,-20.984182357788086,145.0405731201172,26.4905,37970.027,0.0,5.7035074,19.48,221
2024-08-10 00:00:00+10:00,-20.984182357788086,145.0405731201172,24.940498,22307.625,0.0,5.7035074,14.19,222
2024-08-11 00:00:00+10:00,-20.984182357788086,145.0405731201172,23.190498,28595.191,2.7,5.842089,11.82,223
2024-08-12 00:00:00+10:00,-20.984182357788086,145.0405731201172,23.8405,32500.006,0.2,6.1,13.64,224
2024-08-13 00:00:00+10:00,-20.984182357788086,145.0405731201172,25.3405,31579.105,0.0,3.0594118,19.32,225
2024-08-14 00:00:00+10:00,-20.984182357788086,145.0405731201172,28.2405,38288.375,0.0,3.2449963,20.1,226
2024-08-15 00:00:00+10:00,-20.984182357788086,145.0405731201172,29.7405,38353.383,0.0,3.3421547,20.64,227
2024-08-16 00:00:00+10:00,-20.984182357788086,145.0405731201172,31.8405,38418.71,0.0,4.0447497,20.79,228
2024-08-17 00:00:00+10:00,-20.984182357788086,145.0405731201172,30.9905,38484.305,0.0,3.622154,21.06,229
2024-08-18 00:00:00+10:00,-20.984182357788086,145.0405731201172,29.8405,38550.105,0.0,3.420526,21.7,230
2024-08-19 00:00:00+10:00,-20.984182357788086,145.0405731201172,30.940498,38616.07,0.0,6.594695,21.44,231
2024-08-20 00:00:00+10:00,-20.984182357788086,145.0405731201172,31.8405,33628.344,0.0,6.9310894,19.08,232
2024-08-21 00:00:00+10:00,-20.984182357788086,145.0405731201172,30.0905,37820.902,0.0,5.2630787,21.26,233
2024-08-22 00:00:00+10:00,-20.984182357788086,145.0405731201172,29.9905,38777.934,0.0,6.207254,21.97,234
