Date,Solar (Utility) - GWh,Wind - GWh,DOY
2024-05-08 00:00:00+10:00,13.324461999999999,12.469781000000001,129
2024-05-09 00:00:00+10:00,8.3695257,13.062691000000001,130
2024-05-10 00:00:00+10:00,9.928642400000001,12.360206,131
2024-05-11 00:00:00+10:00,10.956119000000001,7.602420100000001,132
2024-05-12 00:00:00+10:00,11.757458,5.8511283,133
2024-05-13 00:00:00+10:00,11.556359,8.339564000000001,134
2024-05-14 00:00:00+10:00,11.226282999999999,6.3149352,135
2024-05-15 00:00:00+10:00,11.00135,11.203532,136
2024-05-16 00:00:00+10:00,11.896936,12.298162,137
2024-05-17 00:00:00+10:00,14.382787,8.7813079,138
2024-05-18 00:00:00+10:00,7.7120916,11.167479,139
2024-05-19 00:00:00+10:00,6.9558457,11.559169,140
2024-05-20 00:00:00+10:00,13.314229,8.0641713,141
2024-05-21 00:00:00+10:00,16.434655,7.3547478,142
2024-05-22 00:00:00+10:00,16.208688,7.4710906,143
2024-05-23 00:00:00+10:00,13.754502,6.013890999999999,144
2024-05-24 00:00:00+10:00,10.998158,10.199905000000001,145
2024-05-25 00:00:00+10:00,14.833743,10.852422,146
2024-05-26 00:00:00+10:00,13.14344,7.5765284,147
2024-05-27 00:00:00+10:00,14.210111999999999,7.5365005,148
2024-05-28 00:00:00+10:00,12.514978,12.745981,149
2024-05-29 00:00:00+10:00,12.231935,15.884148,150
2024-05-30 00:00:00+10:00,12.078465,14.217406,151
2024-05-31 00:00:00+10:00,10.083489,8.0526874,152
2024-06-01 00:00:00+10:00,4.2704031,6.8438322,153
2024-06-02 00:00:00+10:00,14.044343000000001,4.7105366,154
2024-06-03 00:00:00+10:00,13.983263,3.1722537,155
2024-06-04 00:00:00+10:00,15.816353999999999,1.2553982000000001,156
2024-06-05 00:00:00+10:00,11.517147000000001,2.8326284,157
2024-06-06 00:00:00+10:00,12.794013000000001,1.0475192999999998,158
2024-06-07 00:00:00+10:00,13.906086,3.3618395999999997,159
2024-06-08 00:00:00+10:00,13.873489,4.2730289,160
2024-06-09 00:00:00+10:00,13.793505,4.4723859,161
2024-06-10 00:00:00+10:00,16.169847,6.4349042,162
2024-06-11 00:00:00+10:00,16.020397,3.6123587,163
2024-06-12 00:00:00+10:00,13.977592000000001,8.8639561,164
2024-06-13 00:00:00+10:00,13.96272,4.7824317,165
2024-06-14 00:00:00+10:00,15.338331,1.4467144,166
2024-06-15 00:00:00+10:00,16.792116999999998,4.6201876,167
2024-06-16 00:00:00+10:00,14.320122999999999,7.7661246,168
2024-06-17 00:00:00+10:00,17.234706,10.554622,169
2024-06-18 00:00:00+10:00,17.281865000000003,7.7496728,170
2024-06-19 00:00:00+10:00,17.23534,3.5516021,171
2024-06-20 00:00:00+10:00,12.470383,3.1015245,172
2024-06-21 00:00:00+10:00,12.265655,5.4506958999999995,173
2024-06-22 00:00:00+10:00,10.46592,8.6357228,174
2024-06-23 00:00:00+10:00,16.5947,5.1722369,175
2024-06-24 00:00:00+10:00,16.492834,5.9507212,176
2024-06-25 00:00:00+10:00,11.703571,9.012206,177
2024-06-26 00:00:00+10:00,7.4926908,6.439678799999999,178
2024-06-27 00:00:00+10:00,6.2507433,2.4872894999999997,179
2024-06-28 00:00:00+10:00,10.245493,5.564223699999999,180
2024-06-29 00:00:00+10:00,8.5719525,11.329038,181
2024-06-30 00:00:00+10:00,11.148018,9.004419400000002,182
2024-07-01 00:00:00+10:00,7.0629558999999995,3.0202399,183
2024-07-02 00:00:00+10:00,7.8451739,4.4878954,184
2024-07-03 00:00:00+10:00,13.508567999999999,9.1234971,185
2024-07-04 00:00:00+10:00,10.226687,11.25649,186
2024-07-05 00:00:00+10:00,11.713175,14.521876,187
2024-07-06 00:00:00+10:00,10.731817999999999,15.839394,188
2024-07-07 00:00:00+10:00,10.783527,16.690617999999997,189
2024-07-08 00:00:00+10:00,8.855358599999999,12.708493,190
2024-07-09 00:00:00+10:00,12.567859,6.2684169,191
2024-07-10 00:00:00+10:00,15.360352,5.9043234,192
2024-07-11 00:00:00+10:00,17.323324,5.2890036,193
2024-07-12 00:00:00+10:00,16.92522,2.5198739999999997,194
2024-07-13 00:00:00+10:00,14.867929,9.108550900000001,195
2024-07-14 00:00:00+10:00,14.162452,8.838544299999999,196
2024-07-15 00:00:00+10:00,14.569217,6.7944360999999995,197
2024-07-16 00:00:00+10:00,16.038323000000002,8.212819600000001,198
2024-07-17 00:00:00+10:00,14.739294,9.382071400000001,199
2024-07-18 00:00:00+10:00,14.496043,8.823043799999999,200
2024-07-19 00:00:00+10:00,17.633256000000003,7.5769313,201
2024-07-20 00:00:00+10:00,14.714587,9.7992656,202
2024-07-21 00:00:00+10:00,12.502696,13.867446,203
2024-07-22 00:00:00+10:00,18.992093,9.467492700000001,204
2024-07-23 00:00:00+10:00,17.429472,7.325268100000001,205
2024-07-24 00:00:00+10:00,16.546792,11.501008,206
2024-07-25 00:00:00+10:00,11.911117,10.739081,207
2024-07-26 00:00:00+10:00,13.039323,9.366327,208
2024-07-27 00:00:00+10:00,9.0680073,6.59288,209
2024-07-28 00:00:00+10:00,12.282028,10.921606,210
2024-07-29 00:00:00+10:00,16.710744,13.748353999999999,211
2024-07-30 00:00:00+10:00,17.260720000000003,10.55138,212
2024-07-31 00:00:00+10:00,17.854281,7.4457895,213
2024-08-01 00:00:00+10:00,17.211266,5.830760199999999,214
2024-08-02 00:00:00+10:00,17.641701,6.3787861999999995,215
2024-08-03 00:00:00+10:00,17.163473999999997,7.8310999,216
2024-08-04 00:00:00+10:00,14.987127000000001,7.8974446,217
2024-08-05 00:00:00+10:00,11.048701999999999,9.440721799999999,218
2024-08-06 00:00:00+10:00,9.5535707,5.701641400000001,219
2024-08-07 00:00:00+10:00,12.209950000000001,4.8226884,220
2024-08-08 00:00:00+10:00,16.385066,12.266106,221
2024-08-09 00:00:00+10:00,15.946062,12.429421,222
2024-08-10 00:00:00+10:00,12.678804,12.00711,223
2024-08-11 00:00:00+10:00,9.6611039,8.6761154,224
2024-08-12 00:00:00+10:00,5.3653369,8.5981272,225
2024-08-13 00:00:00+10:00,7.387906,11.728697,226
2024-08-14 00:00:00+10:00,12.11397,6.470652,227
2024-08-15 00:00:00+10:00,16.955733,1.958336,228
2024-08-16 00:00:00+10:00,16.782097,1.6204112,229
2024-08-17 00:00:00+10:00,13.103936,7.1484488,230
2024-08-18 00:00:00+10:00,12.572004999999999,7.5616279,231
2024-08-19 00:00:00+10:00,19.416303,8.1417206,232
2024-08-20 00:00:00+10:00,19.301206999999998,12.494423000000001,233
2024-08-21 00:00:00+10:00,18.121057,9.7271842,234
2024-08-22 00:00:00+10:00,17.645601,9.0343859,235
2024-08-23 00:00:00+10:00,21.258422,6.6508093,236
2024-08-24 00:00:00+10:00,13.804128,9.0000414,237
2024-08-25 00:00:00+10:00,15.680959999999999,8.010833700000001,238
2024-08-26 00:00:00+10:00,18.820514,6.6900699999999995,239
2024-08-27 00:00:00+10:00,17.823987000000002,5.2724440999999995,240
2024-08-28 00:00:00+10:00,14.627388000000002,8.329925999999999,241
2024-08-29 00:00:00+10:00,18.730731,4.4394179000000005,242
2024-08-30 00:00:00+10:00,17.922274,4.713648600000001,243
2024-08-31 00:00:00+10:00,11.662384,6.2353908,244
2024-09-01 00:00:00+10:00,11.445531,6.5804888,245
2024-09-02 00:00:00+10:00,15.652522000000001,9.4930492,246
2024-09-03 00:00:00+10:00,11.329054,12.965439,247
2024-09-04 00:00:00+10:00,13.282950999999999,13.943563,248
2024-09-05 00:00:00+10:00,16.046711,11.704118000000001,249
2024-09-06 00:00:00+10:00,16.790723999999997,10.786685,250
2024-09-07 00:00:00+10:00,14.439675,6.618486,251
2024-09-08 00:00:00+10:00,13.522049,4.7588283,252
2024-09-09 00:00:00+10:00,20.364406,5.6052219999999995,253
2024-09-10 00:00:00+10:00,20.880421,8.0686224,254
2024-09-11 00:00:00+10:00,17.295876,11.260214,255
2024-09-12 00:00:00+10:00,12.966156000000002,9.2330262,256
2024-09-13 00:00:00+10:00,14.855748,9.6795454,257
2024-09-14 00:00:00+10:00,15.117431,11.026993000000001,258
2024-09-15 00:00:00+10:00,13.207937,9.7662753,259
2024-09-16 00:00:00+10:00,13.979833000000001,10.844063,260
2024-09-17 00:00:00+10:00,13.327123,10.658354,261
2024-09-18 00:00:00+10:00,12.248667,8.0889014,262
2024-09-19 00:00:00+10:00,10.579655,6.1756938,263
2024-09-20 00:00:00+10:00,16.900063999999997,1.7744384,264
2024-09-21 00:00:00+10:00,15.377391,5.568342400000001,265
2024-09-22 00:00:00+10:00,10.343129000000001,5.6584871,266
2024-09-23 00:00:00+10:00,18.814355,5.3023397,267
2024-09-24 00:00:00+10:00,19.358347000000002,9.201773,268
2024-09-25 00:00:00+10:00,16.613296,10.220708,269
2024-09-26 00:00:00+10:00,14.590774,6.5092953,270
2024-09-27 00:00:00+10:00,19.067057000000002,4.6855342,271
2024-09-28 00:00:00+10:00,20.496415000000002,8.6160754,272
2024-09-29 00:00:00+10:00,20.681987,3.8001275,273
2024-09-30 00:00:00+10:00,21.424166,5.432344,274
2024-10-01 00:00:00+10:00,21.098256000000003,9.0095252,275
2024-10-02 00:00:00+10:00,18.264437,14.777009,276
2024-10-03 00:00:00+10:00,20.464795,14.303139,277
2024-10-04 00:00:00+10:00,17.797371,8.6784894,278
2024-10-05 00:00:00+10:00,13.193312,8.5667644,279
2024-10-06 00:00:00+10:00,10.463443,5.1528203,280
2024-10-07 00:00:00+10:00,16.119505999999998,4.6709208,281
2024-10-08 00:00:00+10:00,20.815235,6.504449999999999,282
2024-10-09 00:00:00+10:00,18.93579,10.675870999999999,283
2024-10-10 00:00:00+10:00,20.765001,8.738062,284
2024-10-11 00:00:00+10:00,16.444755,8.2894096,285
2024-10-12 00:00:00+10:00,13.065389999999999,7.453924799999999,286
2024-10-13 00:00:00+10:00,16.471829000000003,13.34117,287
2024-10-14 00:00:00+10:00,11.824596999999999,10.138453,288
2024-10-15 00:00:00+10:00,15.83416,8.3909261,289
2024-10-16 00:00:00+10:00,18.229028,12.642147000000001,290
