date,Battery (Charging) -  GWh,Pumps -  GWh,Coal (Brown) -  GWh,Coal (Black) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Coal (Brown) Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2024-07-29,-3.04,-4.98,105.44,268.81,1.20,0.20,13.71,31.53,21.56,1.52,1.23,2.33,64.40,54.82,46.10,58.07,124739.70,240896.07,33.79,219.72,7599.44,14729.49,13521.91,894.25,754.69,608.50,307.22,349634.31,75498.91,31242236.39,76694139.12,304370.17,239940.55,4695637.41,12313680.25,12122054.72,733233.23,296171.59,2142149.73,30056204.88,11868672.52,3277567.20,0.00
2024-07-30,-2.63,-4.10,105.28,272.50,1.53,0.51,14.52,32.26,22.12,0.95,1.27,2.26,59.83,43.43,44.57,62.54,124564.77,243973.53,40.23,544.54,8009.88,15616.20,13836.84,558.06,780.62,621.07,439.54,402019.88,79909.91,31022737.53,90512214.28,500780.88,2380717.42,14803187.11,29789441.97,33296875.20,1462017.10,429221.45,3563205.69,29465430.59,17777030.13,2838413.36,0.00
2024-07-31,-2.95,-4.52,106.01,267.75,1.63,0.11,13.15,33.68,26.96,1.19,1.35,2.33,61.39,43.80,47.20,61.06,125487.53,239379.23,46.48,122.91,7226.67,16452.91,16551.03,698.93,828.69,616.23,297.20,361847.81,174080.46,30190141.42,75120712.01,428675.12,179813.15,3919276.75,11613890.30,12963597.20,523232.25,330233.86,1926218.23,26994072.25,10462333.06,3181244.45,0.00
2024-08-01,-3.13,-3.24,109.78,253.54,1.90,0.01,12.29,31.59,22.94,0.38,1.21,2.65,54.00,62.55,46.22,61.37,130376.15,226012.78,55.79,8.64,6750.69,15655.82,13917.04,223.86,742.80,602.00,169.82,285018.84,-16715.90,19571088.84,42074582.65,283525.00,1983.03,2088727.56,5808069.52,5218727.31,73552.70,158018.83,595289.45,11918827.10,9445876.83,2905379.01,0.00
2024-08-02,-3.54,-4.77,94.06,248.17,1.57,0.17,6.12,27.89,17.61,0.93,1.08,2.60,37.59,110.11,43.80,59.70,111522.84,221180.23,48.71,183.26,3397.91,14159.36,10915.67,547.68,663.48,563.88,192.49,152038.84,254082.80,8727903.87,60587188.71,285296.20,68801.82,583843.76,7538747.91,6288926.92,260952.50,224491.83,1053876.06,11580035.48,9264038.85,2832695.54,0.00
2024-08-03,-2.83,-7.47,103.64,252.32,0.89,0.00,4.48,31.67,15.03,2.02,1.01,2.59,44.44,38.83,44.26,60.25,122590.19,224978.52,31.20,0.00,2578.24,15007.00,9557.05,1193.28,629.41,637.01,179.85,254101.32,277778.14,19780238.85,43650860.58,158375.16,0.00,948136.09,6623537.96,3640121.24,453167.31,141276.35,641276.76,10289133.65,6541898.92,2768172.83,0.00
2024-08-04,-2.79,-4.83,97.91,271.45,1.26,0.14,5.66,31.31,20.51,2.39,0.98,1.85,51.18,32.30,29.29,54.23,116285.14,242039.86,42.19,145.13,3256.55,14763.24,12690.50,1410.25,608.93,659.95,207.39,434590.28,248805.16,21452311.17,53339925.03,232077.57,41718.86,1344712.06,7166677.19,5432673.38,551704.80,161076.30,503077.62,12525670.93,6509416.01,2445393.82,0.00
2024-08-05,-3.44,-2.14,102.50,285.61,1.74,0.44,4.53,36.67,43.12,1.81,1.01,3.06,68.33,24.97,22.61,42.04,121502.16,254659.77,49.99,453.22,2609.47,17823.52,28562.14,1069.33,628.76,675.27,2048.67,1149160.06,389905.65,218189240.80,489407945.40,2469162.77,2207520.07,8062938.02,59350137.80,133908492.59,4271843.09,1095676.94,24119103.03,176722468.62,26908549.05,18540918.30,0.00
2024-08-06,-3.27,-6.04,87.48,265.98,1.45,0.38,3.28,35.31,23.62,2.35,1.18,2.56,38.13,78.49,35.08,56.62,103995.47,236988.78,40.98,438.08,1886.46,16440.82,14927.03,1383.71,731.10,605.27,211.61,378003.68,330590.63,11594479.78,42469781.75,230505.82,1102599.40,3288831.01,15387758.35,16382282.57,2947214.90,174698.58,2290343.97,7613933.96,12554151.59,2319659.15,0.00
2024-08-07,-2.94,-8.14,90.54,263.43,1.82,0.00,4.51,26.83,16.37,1.98,1.30,2.49,36.60,78.98,40.96,61.58,107610.28,235141.46,53.32,0.00,2596.02,12947.29,10358.59,1167.10,810.59,601.46,139.20,147778.27,373600.53,11230351.22,38024226.84,246898.98,0.00,762163.87,4747228.59,3199802.57,410881.93,169255.81,614400.84,7104424.58,9155822.28,2010021.74,0.00
2024-08-08,-2.90,-7.27,85.55,255.62,1.68,0.00,3.41,22.65,9.63,1.09,1.20,2.19,29.97,138.37,37.49,50.11,101913.72,228653.22,49.10,0.00,1960.81,11052.40,5679.28,643.81,742.45,557.72,106.18,72819.70,412558.65,6192309.76,32409291.74,204179.38,0.00,383271.33,3248025.12,1695572.57,193602.89,138335.16,342999.10,4520823.11,9296808.10,2159765.78,0.00
2024-08-09,-2.78,-8.26,80.85,278.60,1.44,0.00,6.57,31.99,25.56,2.87,1.10,2.43,49.22,38.86,38.38,55.61,96399.57,249174.60,46.86,0.00,3783.80,14875.59,15733.48,1694.50,683.30,634.73,164.60,346362.70,633640.06,15334026.30,41976063.59,207758.54,0.00,1339655.43,5989225.34,5421293.97,609257.64,153327.06,595253.14,9011815.90,6554379.40,3563050.61,0.00
2024-08-10,-2.35,-8.05,79.26,251.36,1.35,0.00,6.49,28.92,17.84,1.95,1.28,1.76,42.16,38.03,41.19,60.49,94588.46,225188.12,39.32,0.00,3736.68,13462.65,10474.87,1149.90,789.48,622.12,140.53,171810.17,400115.35,12473022.06,32919195.90,164629.98,0.00,1124069.30,4805872.38,3365811.62,361170.32,143596.80,364326.04,7575210.84,5416046.32,2374421.10,0.00
2024-08-11,-2.09,-8.52,83.23,242.61,1.03,0.07,6.30,26.45,15.94,2.82,1.40,1.68,37.54,49.88,33.05,59.12,99199.08,216831.91,31.33,47.26,3629.51,12415.53,9384.12,1663.22,862.90,625.00,140.61,136612.95,470220.15,12486625.05,31835919.54,111501.57,17305.80,1007395.28,4292458.77,3320223.64,477599.05,166094.35,391118.55,7031695.18,6669968.60,2040146.24,0.00
2024-08-12,-2.96,-2.49,83.19,257.09,0.67,0.23,2.01,20.98,16.23,0.80,1.31,2.42,32.77,112.41,28.08,44.50,99124.43,230244.43,27.42,199.94,1156.01,10516.92,9692.94,473.62,807.65,589.76,141.41,68914.69,297356.30,7829774.61,41279346.38,113903.67,64393.37,146059.51,3563805.84,3468716.62,184674.83,216422.75,514072.87,5869804.86,10932817.33,2733633.90,0.00
2024-08-13,-3.19,-2.95,78.12,255.63,0.72,0.11,3.18,26.40,13.29,0.99,1.32,2.34,27.81,113.69,28.64,38.96,93976.25,228540.91,20.92,75.15,1829.50,12967.94,7878.97,584.01,811.82,592.58,122.42,100329.19,330940.41,5651640.71,36776017.08,113107.16,20080.51,327875.98,3696069.33,2141653.25,164079.45,189593.31,453445.71,4265504.16,9504570.72,3136769.84,0.00
2024-08-14,-2.81,-2.51,79.13,262.41,0.88,0.11,3.97,28.58,21.10,1.45,1.28,2.56,34.03,80.49,27.11,37.41,95209.53,234623.50,25.03,73.31,2283.47,13711.15,12384.88,852.47,789.33,625.80,134.30,116293.52,234406.43,8156886.55,37369169.64,124954.71,26644.59,511897.47,4387989.36,3727478.83,235937.55,175797.48,497951.91,5914309.28,7869493.83,2590912.16,0.00
2024-08-15,-3.29,-3.26,77.60,247.98,1.27,0.08,2.04,22.85,13.46,0.67,1.28,2.60,33.40,96.65,38.11,45.59,93394.93,221716.71,41.26,55.17,1176.52,11317.52,7857.43,392.50,785.27,583.59,135.95,-1345.82,13600.60,4349384.79,42829495.55,198714.77,33953.04,83844.24,3822265.38,3254052.71,90436.78,137279.63,587732.39,7920115.56,5062156.37,1903313.43,0.00
2024-08-16,-2.83,-3.91,82.65,244.77,0.96,0.00,2.59,20.62,12.14,0.90,1.29,2.44,31.56,101.49,33.39,50.06,99123.55,219015.70,37.96,0.00,1488.68,10321.71,7095.37,528.74,792.97,585.36,116.20,83087.33,204953.19,7988280.63,31420640.23,123515.84,0.00,179588.25,2784414.13,1893235.84,119964.21,149605.73,389565.29,4697183.92,8397815.96,2177542.40,0.00
2024-08-17,-2.58,-8.16,82.46,216.18,0.77,0.00,3.53,19.56,6.96,1.38,1.23,1.61,26.72,106.78,31.12,59.57,98915.31,193104.85,28.58,0.00,2032.71,9699.53,4058.13,816.33,755.22,565.50,86.69,33123.82,-89715.77,8720507.64,17316098.70,62724.99,0.00,371928.47,2297945.96,854811.65,191097.79,74135.88,219574.05,3576595.37,8107761.77,7589.78,0.00
2024-08-18,-2.18,-5.55,87.32,230.61,0.71,0.00,5.22,32.18,14.06,2.34,1.33,1.96,40.24,32.89,36.79,62.01,104896.61,206151.66,24.62,0.00,3004.47,14864.06,8331.05,1377.09,817.36,628.72,135.42,106766.82,-40658.50,12745542.11,28212221.23,97816.62,0.00,917765.66,5146159.67,2924660.97,437058.86,112434.30,454757.25,7789722.13,4437291.06,1197377.45,0.00
2024-08-19,-2.71,-5.00,93.04,233.99,0.81,0.10,2.65,24.29,12.33,0.76,1.34,2.25,38.16,81.71,45.40,60.55,111459.13,209344.03,30.11,102.88,1523.85,11709.18,7218.81,449.13,830.73,581.10,106.37,123840.58,-17507.28,9560106.47,25250813.47,90113.98,19198.52,248593.29,3134103.75,2000842.80,96752.61,113208.82,387435.61,5646965.26,7670368.10,1270008.92,0.00
2024-08-20,-2.69,-7.83,87.23,222.06,0.67,0.00,2.37,16.87,6.60,0.61,1.34,2.09,28.18,134.99,38.43,53.79,104464.03,198266.92,27.14,0.00,1364.30,8445.13,3890.24,360.57,826.68,543.26,76.11,-17769.22,37750.37,4352567.20,19248074.19,60375.06,0.00,105858.80,2078420.40,850021.15,81309.45,100897.81,248400.71,3925708.50,7395454.10,582561.87,0.00
2024-08-21,-2.83,-5.96,79.86,212.82,0.85,0.00,2.48,17.72,8.90,1.24,1.33,1.89,30.18,119.97,36.00,63.50,96018.30,190269.30,33.12,0.00,1427.21,8516.22,5245.96,733.48,824.39,533.62,75.42,40630.09,-71159.29,6333057.98,16721124.89,60433.74,0.00,217922.54,1888196.35,1103919.66,147855.56,89433.39,237856.51,3317021.36,8042412.02,7690.64,0.00
2024-08-22,-2.58,-6.54,80.98,221.39,0.85,0.07,3.67,23.56,12.78,1.39,1.29,2.50,39.69,82.41,37.68,67.67,97430.04,197658.02,33.41,84.88,2111.29,10866.71,7678.02,821.82,798.64,560.11,90.41,40966.14,-190038.08,6180538.42,19341090.87,68116.68,143332.93,810122.68,3550787.17,3520094.58,197187.88,88686.77,838430.68,4379747.89,6073351.11,9730.32,0.00
2024-08-23,-1.99,-7.06,82.25,223.80,0.88,0.02,2.03,9.80,3.98,0.06,1.34,1.43,37.12,108.72,45.39,63.57,98431.54,199515.74,34.09,20.40,1166.35,4755.94,2327.30,35.11,827.61,537.52,56.13,-1797.17,-42650.25,2905525.17,17819457.37,61122.91,565.52,47024.50,817725.62,350659.31,5124.35,85390.93,124877.26,1978117.70,3649267.57,132533.92,0.00
2024-08-24,-2.56,-8.30,76.47,203.16,0.78,0.00,1.63,3.26,3.63,0.00,1.40,1.80,33.29,105.24,33.07,70.51,91550.25,180733.24,30.48,0.78,939.29,1441.77,2165.51,0.00,861.96,530.65,33.09,-87527.25,-217198.82,429941.24,9929577.41,30285.37,23.22,5824.71,246923.18,73223.43,0.00,52180.92,114013.58,1203838.32,2450314.78,-565334.70,0.00
2024-08-25,-2.09,-3.82,66.96,213.15,0.67,0.00,0.98,1.51,2.93,0.00,1.35,1.48,25.00,131.79,26.72,52.14,80329.36,189675.63,25.04,0.00,564.09,656.60,1985.25,0.00,832.08,528.32,38.93,-57858.87,-96361.07,-1688311.65,14760774.08,56792.94,0.00,-30658.80,176139.65,192176.20,0.00,64317.70,106788.69,932213.75,790738.73,286709.81,0.00
2024-08-26,-2.60,-7.16,76.17,204.79,1.02,0.01,2.05,11.35,4.14,0.41,1.17,2.12,34.08,122.03,42.45,70.29,91399.10,182448.12,37.98,6.78,1181.56,4938.45,2454.17,240.95,715.40,504.03,39.22,-39173.54,-186840.36,1250549.94,12129939.11,48039.54,-408.09,62460.44,935217.35,343444.49,41231.03,57993.06,178418.98,1935422.31,1990967.45,-457967.64,0.00
2024-08-27,-2.37,-6.61,70.93,220.90,1.73,0.00,2.00,3.51,3.48,0.00,1.11,1.72,26.93,137.67,38.40,70.83,84971.13,197115.96,49.75,0.00,1148.81,1654.31,2042.14,0.00,677.17,504.47,40.71,-52208.36,-103932.56,-1748233.15,18802223.31,122789.04,0.00,-96442.28,445284.60,451736.57,0.00,93599.63,100871.22,1810077.49,-1181686.32,252504.72,0.00
2024-08-28,-2.09,-8.33,76.45,204.68,2.04,0.00,1.73,6.45,1.50,0.00,1.02,1.42,26.52,150.22,35.63,73.77,91528.27,182130.64,57.50,3.24,994.57,2869.30,957.39,0.00,621.89,488.88,23.33,-49226.04,-302207.58,-1509498.33,10178102.82,85368.75,345.17,-40796.95,480943.55,71760.15,0.00,49581.69,95389.03,1097337.66,443820.63,-778347.19,0.00
2024-08-29,-1.97,-7.80,79.40,215.16,1.37,0.03,1.40,6.63,3.00,0.04,1.34,1.52,33.16,125.50,41.63,76.18,94790.10,191733.67,40.95,46.89,807.91,2936.72,1829.26,21.42,822.73,508.20,49.47,-31251.59,-213193.46,-430813.76,17894231.61,108349.35,23946.11,52387.87,1257437.17,487593.90,1202.34,115434.20,129161.59,1938325.67,1440760.27,-340194.81,0.00
2024-08-30,-1.86,-4.79,70.13,205.11,1.55,0.00,1.96,4.46,1.92,0.00,1.37,1.41,22.03,151.95,34.00,78.30,84125.17,182655.08,48.02,0.00,1129.54,1996.04,1139.73,0.00,844.74,479.17,19.65,-65971.92,-140337.49,-2113936.83,10686882.75,67405.99,0.00,-63167.97,394865.10,109655.82,0.00,66242.68,25234.58,601536.01,-924927.05,-626462.96,0.00
2024-08-31,-1.66,-11.48,68.72,193.40,1.67,0.00,1.96,5.38,1.87,0.00,1.36,1.18,25.00,146.82,27.92,76.11,82461.91,172017.59,42.83,0.00,1126.68,2687.67,1112.71,0.00,843.58,483.61,7.56,-74880.45,-377255.69,-2348587.00,6754694.22,57420.80,0.00,-75476.78,447566.73,123090.65,0.00,46812.47,28627.37,552244.06,-2322774.33,-796015.39,0.00
2024-09-01,-1.47,-11.92,68.26,191.79,1.52,0.00,1.96,5.85,1.87,0.00,1.29,0.68,23.45,142.22,24.85,74.51,81940.34,170458.86,38.78,0.00,1128.17,3013.89,1113.95,0.00,799.61,492.50,6.19,-62393.07,-406522.59,-2962675.91,7108048.13,57022.41,0.00,-87207.40,404629.99,135402.21,0.00,46688.42,32192.68,486287.20,-2777876.73,-803895.40,0.00
2024-09-02,-1.57,-8.66,79.25,193.96,1.77,0.00,1.80,7.98,2.93,0.49,1.08,1.47,27.96,150.33,38.19,81.32,94782.11,172723.38,45.79,1.50,1037.94,4083.25,1918.48,289.51,672.42,476.48,20.05,-48372.26,-257027.81,34079.15,6920355.84,54159.45,139.15,-4259.63,484387.90,253251.29,63572.26,22808.84,72816.74,907957.51,1502216.28,-1134592.84,0.00
2024-09-03,-1.94,-8.43,95.29,210.62,1.66,0.00,2.00,10.45,6.20,1.35,0.80,2.04,44.06,75.25,46.59,84.40,112918.24,187885.47,51.12,0.00,1149.17,5295.92,4111.16,795.35,509.30,548.30,60.78,18030.61,-155554.50,6200854.31,12098118.32,56344.88,0.00,152368.18,909363.53,872087.90,203827.71,19089.25,319135.36,3984388.99,4154417.62,79395.15,0.00
2024-09-04,-2.17,-7.30,74.22,206.68,1.79,0.00,1.97,8.58,1.28,0.00,0.94,1.09,25.31,142.79,37.17,76.29,88193.21,184086.77,53.44,0.00,1133.88,4705.63,801.73,0.00,592.33,491.64,18.60,-69790.22,-230638.15,-1618895.37,9521448.56,61765.25,0.00,-77190.43,464488.14,83107.76,0.00,30642.40,32582.16,510306.10,-1280414.00,-465155.19,0.00
2024-09-05,-2.18,-7.32,78.31,199.15,2.00,0.00,1.97,6.85,0.63,0.06,1.20,2.15,30.78,157.72,35.44,47.51,92843.11,177351.38,58.15,0.00,1133.60,3717.41,384.42,33.48,743.16,498.42,25.26,-29070.24,-178481.20,945795.07,8151904.47,68322.94,0.00,-30064.01,367139.08,37698.53,-2045.73,33096.79,101899.63,1112079.87,1657326.80,-511604.36,0.00
2024-09-06,-2.41,-9.09,77.92,192.96,1.47,0.01,1.96,6.48,2.94,0.00,1.10,1.70,34.97,132.08,46.04,67.13,92473.99,171893.71,46.55,20.66,1130.91,3411.79,2147.56,1.98,677.92,489.51,40.49,3530.27,-293599.60,2255160.31,7975791.95,48113.67,29883.41,324884.48,372200.84,428002.72,33.73,33176.59,193754.02,1465498.33,4866408.45,-258192.63,0.00
2024-09-07,-2.25,-9.08,86.39,198.58,1.66,0.06,1.96,6.42,4.57,0.50,0.95,1.69,38.15,70.38,44.05,78.73,102542.21,177008.07,47.90,71.20,1128.75,3364.21,3360.27,295.07,591.75,551.71,41.04,-73858.58,-195095.52,2807598.67,9765183.45,69832.02,-1220.06,83204.48,358922.97,426143.98,65728.92,30277.13,129472.91,2053025.08,2675414.62,-713918.62,0.00
2024-09-08,-2.17,-6.72,62.70,202.11,1.98,0.01,1.96,5.83,3.16,0.00,0.79,1.29,29.58,121.12,35.96,64.81,74712.96,179917.74,57.46,12.90,1128.46,3053.90,2076.23,0.00,506.50,500.51,72.16,-75129.03,-126939.26,-775160.52,25523893.87,184345.59,1677.28,-19557.81,1125237.65,238694.17,0.00,71223.44,446822.46,2525106.13,2548438.59,-478491.01,0.00
2024-09-09,-2.01,-7.25,81.74,204.48,2.09,0.04,3.01,7.23,6.34,0.00,0.90,1.97,37.04,103.72,47.01,75.54,97372.71,182485.37,60.70,59.50,1733.99,3628.73,4444.82,0.00,570.76,516.79,49.29,-35715.72,-187257.60,2823231.78,13653991.19,123066.51,11029.91,281531.54,778741.86,912745.68,0.00,56530.77,211942.45,1846477.50,2676236.43,-267906.27,0.00
2024-09-10,-2.60,-5.54,97.65,222.68,2.04,0.05,3.64,11.09,9.26,0.00,1.12,2.01,44.63,47.96,52.98,75.52,116620.77,198994.44,57.57,71.94,2098.26,5211.79,6678.85,0.00,695.86,587.46,69.77,-3942.07,51122.61,5137731.18,18369741.36,147639.15,11457.28,473042.54,1279883.89,1349471.88,0.00,81649.47,265621.98,2640360.92,2413673.24,855764.67,0.00
2024-09-11,-2.73,-6.35,95.44,221.03,2.02,0.01,2.38,7.49,4.76,0.00,1.03,2.01,43.07,81.77,44.10,70.14,113732.90,197030.44,57.77,15.54,1370.28,3761.08,3550.93,0.00,640.58,565.48,54.40,8473.70,-2379.07,3132823.31,15564266.46,124238.98,3112.39,154770.69,649477.89,545249.69,0.00,55622.72,164373.02,2131786.94,2774745.98,486130.76,0.00
2024-09-12,-2.41,-3.61,87.15,229.75,1.53,0.00,2.09,10.15,5.31,0.00,1.12,1.86,42.91,86.85,35.79,70.64,103961.29,204770.44,47.26,0.00,1202.19,4809.15,3239.36,0.00,695.25,560.04,58.29,-18939.33,-49063.48,2771524.22,16586296.63,100867.64,0.00,50992.83,897080.24,558793.94,0.00,57301.39,166856.83,2756600.40,3765019.88,935200.23,0.00
2024-09-13,-2.60,-5.93,100.56,206.56,2.09,0.06,2.34,12.00,5.93,0.03,1.13,2.24,47.44,71.84,45.63,75.96,119937.76,183880.17,58.92,49.67,1346.43,5527.26,3780.74,19.30,705.10,557.79,57.41,40828.72,-76620.89,4769708.00,13856916.87,118475.80,8081.41,117215.92,1009508.02,555389.76,2183.23,52192.23,194533.02,2854756.66,4059730.28,365871.51,0.00
2024-09-14,-2.23,-9.33,86.48,189.80,1.38,0.00,2.01,8.11,1.16,0.01,0.96,1.78,39.84,114.68,38.68,76.01,103401.54,168697.72,37.28,0.00,1156.51,4035.63,782.73,4.12,613.15,507.39,27.25,-76090.52,-320774.32,1028245.03,8414941.52,53359.90,0.00,12741.88,458205.31,34558.66,-143.27,28393.54,118605.26,1559278.03,1944496.54,-1328142.06,0.00
2024-09-15,-2.43,-9.23,80.94,193.19,1.58,0.00,1.96,6.57,5.07,0.40,0.88,1.77,39.38,103.36,37.92,87.46,96845.44,171733.97,40.94,0.00,1125.85,3339.47,3227.90,237.15,561.12,504.90,35.79,-118736.25,-351329.81,1148815.79,10257276.00,71126.88,0.00,-34472.45,473487.24,600494.42,38564.82,30896.59,195164.73,1934130.71,1988433.03,-1119129.33,0.00
2024-09-16,-2.69,-7.06,91.57,204.11,1.97,0.21,1.87,12.75,7.34,0.84,0.78,1.93,45.26,99.51,40.57,86.63,109254.12,181605.92,56.30,146.44,1079.14,6012.35,4538.82,495.91,500.18,518.61,53.74,-23820.02,-232176.56,3744454.43,13632911.70,93243.98,24622.37,69735.89,1168316.37,786917.83,88945.59,33432.11,168395.82,3174326.52,3715346.22,-419853.98,0.00
2024-09-17,-2.89,-5.08,91.24,204.95,2.01,0.00,3.00,18.93,8.79,1.21,1.19,2.53,48.09,74.48,41.13,86.96,108172.12,182372.97,59.09,4.27,1724.83,8566.45,5703.33,714.74,752.07,534.36,70.11,15535.90,-107447.10,6906695.05,14744657.32,118177.61,715.79,356630.97,1881009.42,1200971.57,206775.56,58587.25,338018.13,3503379.04,4477309.29,-121296.96,0.00
2024-09-18,-2.26,-5.90,77.45,195.77,1.51,0.03,2.03,9.40,4.93,0.83,1.25,1.73,35.39,126.35,30.30,94.95,92122.69,174099.54,47.91,48.72,1167.47,4775.42,3290.76,488.29,772.23,482.46,42.46,-59775.68,-239925.42,1089495.50,10875304.68,78242.94,41448.95,154263.59,762689.16,1165968.09,299117.12,48271.63,252238.96,1792801.50,2573277.95,-801225.18,0.00
2024-09-19,-3.38,-7.82,84.49,197.46,1.94,0.14,1.98,7.23,4.67,0.37,1.20,2.32,36.41,133.91,33.58,80.84,100355.33,175428.22,55.42,147.75,1141.47,3816.25,3245.74,217.44,749.48,495.61,34.19,-6999.29,-191428.49,1456773.71,10300920.28,85345.57,14354.29,64068.99,482661.29,487113.07,77874.53,51439.59,107540.88,953371.97,2444939.75,-578985.97,0.00
2024-09-20,-2.85,-7.42,75.87,199.82,2.04,0.00,1.45,10.12,3.04,0.35,1.14,2.45,35.68,131.85,37.19,83.82,90247.40,177856.94,57.69,0.00,836.59,5063.29,1963.57,209.30,707.24,482.01,31.65,-32303.87,-230979.80,353712.24,10823733.62,88766.00,0.00,9518.36,690350.67,193732.11,23093.99,46390.78,105493.76,1298064.47,2101014.98,-873892.10,0.00
2024-09-21,-1.90,-9.08,70.39,192.13,1.92,0.00,1.97,7.35,2.55,0.00,1.10,1.24,28.24,127.43,28.87,83.65,83676.83,170836.64,54.26,0.00,1135.37,3814.03,1640.59,0.96,684.72,488.65,21.47,-85770.56,-376764.16,-602564.96,8249140.15,65219.63,0.00,-19173.41,357264.40,63686.78,-73.75,25274.40,46964.51,785989.53,880498.91,-1006288.54,0.00
2024-09-22,-1.74,-8.84,70.61,194.57,1.75,0.03,1.79,7.16,4.63,0.28,1.06,1.42,33.20,102.17,23.69,84.98,83961.18,173290.93,45.05,42.89,1030.89,3581.03,3036.37,162.82,659.34,514.37,32.70,-57123.26,-339328.77,-186948.33,9498359.17,63247.36,9075.74,47160.43,552691.96,630828.09,46192.06,33578.23,99481.96,1527115.21,1472173.33,-693838.25,0.00
2024-09-23,-1.77,-8.24,83.36,211.51,1.97,0.28,2.77,11.54,12.70,0.16,0.74,1.66,47.39,69.81,38.08,88.99,98726.21,188334.67,56.20,382.34,1548.79,5580.75,8207.17,92.68,454.82,540.83,171.86,309839.60,-152607.42,5157403.21,17598199.62,127574.18,1450618.47,1536849.04,6289557.84,19011788.37,24980.16,45939.38,3855481.26,4395082.92,2954503.23,-57152.22,0.00
2024-09-24,-2.21,-4.92,96.77,224.37,2.10,0.13,1.14,13.56,10.19,0.55,0.61,1.69,53.74,50.56,33.11,76.68,114722.84,199704.50,59.74,176.27,658.81,6372.18,6521.12,326.46,369.02,589.37,99.04,73535.54,-78048.27,7872551.84,20324459.06,158683.35,156285.25,284926.71,2130548.54,3441608.76,112877.27,40200.76,398789.53,5185581.50,4059802.36,507525.75,0.00
2024-09-25,-1.64,-3.92,100.85,224.86,1.69,0.00,1.69,10.61,7.04,0.44,0.56,1.11,50.16,85.80,25.48,60.97,119437.18,199865.49,51.19,5.56,973.67,5156.64,4380.71,259.08,333.92,584.18,74.00,65082.20,-120661.94,7514534.68,15989207.86,113944.36,751.00,150730.19,927076.74,794275.70,64058.38,24126.96,106157.46,3887354.52,6271893.50,465699.22,0.00
2024-09-26,-1.86,-2.08,85.73,236.60,2.16,0.16,1.31,14.03,11.91,0.33,0.56,1.67,51.31,97.13,26.69,60.72,101699.87,209871.55,60.70,115.57,754.10,6854.10,6975.69,196.62,335.44,557.44,85.06,6100.28,141393.63,3774838.54,24966157.78,215449.08,31282.94,30480.32,1694604.43,1659987.63,39855.72,54448.70,174669.31,4544370.94,5232370.75,1074187.91,0.00
2024-09-27,-1.88,-3.07,86.93,219.00,1.84,0.07,1.32,15.74,4.94,0.32,0.62,1.36,46.71,70.42,36.23,78.35,103069.26,194018.14,53.68,51.56,757.75,7414.16,2913.15,189.05,369.10,552.60,74.07,-9569.65,61352.95,4207519.62,19582386.66,141183.60,13038.39,18527.99,1447784.90,644377.48,42874.54,49220.33,157058.35,3715379.24,4149400.26,712501.22,0.00
2024-09-28,-1.81,-6.14,59.98,201.04,1.50,0.00,1.63,5.59,0.35,0.00,0.58,1.17,26.70,123.90,37.07,73.59,71644.83,178036.46,39.03,0.00,936.43,3061.92,299.98,0.00,344.36,484.37,29.88,-84458.46,9015.38,-1768144.44,12403067.84,80306.79,0.00,-58629.03,413039.21,-8007.88,0.00,30878.17,43029.54,693391.97,94335.47,-20836.73,0.00
2024-09-29,-1.92,-6.62,68.61,196.59,1.61,0.00,1.71,7.92,2.31,0.33,0.71,1.58,30.93,108.92,40.00,66.48,81677.21,174306.15,40.24,0.00,984.97,4012.39,1342.30,192.12,428.81,506.57,94.42,-42038.84,-69281.56,787080.27,30041930.47,202463.47,0.00,-32736.02,1709109.72,1518134.55,27861.78,100218.52,568302.71,5608234.19,1522965.72,-137877.46,0.00
