date,Battery (Charging) -  GWh,Pumps -  GWh,Coal (Brown) -  GWh,Coal (Black) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Coal (Brown) Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2024-03-25,-1.30,-0.65,87.37,252.52,0.95,0.01,0.58,19.77,6.28,0.39,1.16,0.99,29.09,59.20,41.02,63.98,104610.33,226285.69,37.24,11.00,335.45,8791.49,4434.30,228.54,741.86,615.45,68.90,9113.11,14390.16,4543587.37,18946037.28,69731.19,662.41,33872.10,1627250.56,455784.34,48902.91,90670.77,96869.85,2429146.71,3518402.17,1166835.94,0.00
2024-03-26,-1.48,-2.42,90.69,261.28,0.95,0.00,0.63,20.45,6.98,0.88,1.13,1.47,38.08,44.06,42.43,64.14,108639.58,234595.84,37.24,3.42,363.42,9112.58,4516.95,521.80,720.31,629.77,95.61,42293.10,110059.73,7204015.78,26977488.91,96354.78,759.02,31247.09,2357427.08,931197.34,166511.65,116181.36,203731.50,3993448.25,3682687.52,2306900.63,0.00
2024-03-27,-2.10,-1.06,97.38,246.57,0.91,0.00,0.94,16.37,6.71,0.04,1.14,1.34,32.36,66.53,42.83,63.42,116395.79,221079.80,35.78,0.01,539.38,7902.70,4675.41,22.58,724.07,612.83,67.93,60436.96,47167.57,5022417.42,19201092.80,70465.20,1.10,49269.59,1278018.77,492508.91,3976.61,88276.32,120338.03,2576102.13,4151138.07,1938702.89,0.00
2024-03-28,-1.70,-1.31,100.54,234.17,1.07,0.00,0.00,10.01,8.38,0.00,1.22,1.60,31.39,70.44,42.82,70.80,120052.31,209543.18,39.99,0.03,0.00,4671.44,6071.39,0.00,780.87,599.11,57.62,32798.56,52716.47,3844524.50,15356067.73,67470.42,1.81,0.00,642070.85,484002.40,0.00,80449.95,111201.81,2140488.87,3727243.64,1532974.49,0.00
2024-03-29,-1.75,-5.82,91.39,215.93,0.36,0.00,0.00,10.17,1.82,0.91,1.30,1.40,34.30,45.38,47.77,73.49,108774.22,193454.55,12.89,0.24,0.00,4723.94,1268.26,535.62,826.63,599.25,57.36,-10595.31,-26843.27,4297971.35,13288420.74,22831.87,18.24,0.00,789584.09,134814.06,140969.22,66935.00,144799.29,2659250.71,2612471.92,238141.33,0.00
2024-03-30,-1.70,-5.68,87.29,221.96,0.32,0.00,0.00,12.43,1.76,0.71,1.24,0.94,36.35,37.32,47.11,77.65,103765.31,198676.84,10.41,0.03,0.00,5621.65,1080.58,418.34,791.73,599.51,55.69,-17525.78,-124552.31,4855693.23,13999473.58,19102.32,1.88,0.00,886534.02,119460.09,64208.00,65493.82,72685.74,2651020.10,2530417.98,37875.60,0.00
2024-03-31,-1.78,-5.21,88.92,222.54,0.33,0.00,0.00,10.53,1.97,1.30,1.24,1.72,32.80,35.66,46.75,71.37,105568.02,198996.77,10.48,0.57,0.00,4759.63,1294.67,764.55,789.80,614.36,57.95,16694.52,-34409.50,4882307.99,13240391.72,18762.50,53.74,0.00,889307.11,209171.13,194739.55,60889.18,180413.74,2449503.66,2540655.69,406453.18,0.00
2024-04-01,-1.87,-4.81,87.33,225.35,0.33,0.00,0.00,10.78,2.16,0.23,1.27,1.62,27.98,73.20,41.49,58.25,103713.64,201349.56,10.45,6.34,0.00,4947.30,1461.64,133.35,811.18,597.01,53.80,34767.81,30064.73,3608530.69,13618689.27,19492.14,570.82,0.00,867689.25,171817.05,34466.84,68312.25,126761.43,1904419.43,2946679.51,790565.71,0.00
2024-04-02,-1.99,-4.28,83.74,233.52,0.48,0.00,0.00,11.10,4.85,0.38,1.29,0.93,23.79,111.78,38.42,57.36,99514.97,208683.81,16.67,0.41,0.00,5130.35,3640.10,224.73,822.19,566.53,45.54,-14440.48,96731.06,2017649.71,13221295.72,31388.60,21.09,0.00,710009.13,239797.41,41061.43,68033.71,54672.23,1399865.36,2941158.00,953891.49,0.00
2024-04-03,-1.63,-2.86,97.92,250.53,1.17,0.15,0.00,16.31,15.43,2.39,1.26,2.04,44.21,28.01,47.42,66.81,116242.53,224658.95,43.20,106.32,0.00,7414.42,9991.47,1410.11,800.48,633.69,107.19,125977.07,121029.30,9854101.50,26341108.39,119122.68,28214.38,0.00,2412351.06,2332047.02,392019.39,122995.90,336060.36,4607496.92,2905428.03,3187417.88,0.00
2024-04-04,-1.87,-2.71,92.62,263.91,0.86,0.00,0.61,10.19,6.24,0.95,1.24,1.29,30.80,77.60,35.86,50.32,109779.43,236244.31,30.57,0.01,351.16,4768.22,4356.69,559.46,789.90,628.40,65.64,57450.24,167831.55,4468126.09,20029032.49,67165.51,-0.06,11452.62,908277.34,442170.42,110758.22,95245.09,96832.61,2165938.08,4639802.79,1795986.94,0.00
2024-04-05,-1.49,-2.06,97.52,260.73,0.41,0.00,0.99,11.53,2.97,0.05,1.18,0.99,26.81,98.17,21.66,42.29,115559.48,233267.54,14.29,4.90,567.76,5382.37,1849.71,30.76,750.72,636.27,78.07,53974.32,178188.39,4076316.01,22536485.30,34478.31,328.47,77548.18,1170477.89,340645.97,4628.89,106784.93,93209.15,1906379.15,6438913.58,1692744.41,0.00
2024-04-06,-1.68,-3.41,109.53,245.44,0.50,0.00,0.51,11.12,3.60,0.69,1.20,1.66,30.41,45.45,26.41,59.95,130560.64,220571.37,18.62,0.02,295.24,5114.23,2214.93,403.96,766.12,677.37,92.84,66942.11,167901.06,7349082.81,24677737.98,57774.02,0.92,32068.20,1386887.38,464550.81,81602.68,129627.24,181560.53,2909962.62,3459778.45,1354425.30,0.00
2024-04-07,-1.97,-4.34,104.44,234.95,0.70,0.00,1.58,11.31,3.11,0.16,1.20,1.38,32.58,41.98,36.71,56.81,124517.85,211408.44,27.04,0.03,909.42,5081.42,1860.71,95.90,764.03,662.05,82.50,41876.71,74829.66,6291363.58,22765865.00,68830.85,2.34,103303.94,1328434.17,532811.28,17188.40,124273.90,170404.38,3047698.93,2988929.61,973311.60,0.00
2024-04-08,-1.86,-4.99,98.34,250.76,0.82,0.00,1.78,11.51,6.23,1.62,1.24,1.59,35.49,50.67,46.12,65.82,117309.33,225583.55,31.70,0.00,1023.29,5307.24,3685.72,952.43,788.58,627.62,88.89,58288.32,224872.86,7164950.19,24848809.09,83371.40,0.00,151739.90,1361355.08,795014.55,189228.55,118543.79,199443.27,3130939.98,3814345.17,2457927.87,0.00
2024-04-09,-2.07,-4.77,88.88,243.04,1.19,0.00,1.82,15.15,3.59,0.94,1.22,1.41,32.18,86.36,42.20,58.32,106208.66,218286.94,45.72,0.00,1047.98,6900.87,2226.61,554.64,777.06,590.11,68.92,19927.58,59190.89,5226971.31,18502814.00,87643.94,0.34,118938.36,1437878.76,280535.30,115544.73,85674.43,145845.99,2961200.43,4965231.28,1211722.21,0.00
2024-04-10,-1.56,-6.12,94.70,235.03,1.06,0.00,1.55,17.01,2.35,1.32,1.27,1.34,31.44,64.97,42.80,67.56,113028.54,210898.77,42.05,0.01,893.62,7592.94,1415.53,779.13,808.61,604.74,66.41,35940.50,-96849.20,6929122.97,14739189.34,67959.28,0.76,156915.30,1529303.88,236380.15,152303.76,55593.98,156110.61,2807255.28,4531542.91,608908.50,0.00
2024-04-11,-1.94,-5.66,94.22,240.31,1.28,0.02,1.73,17.77,5.50,2.09,1.29,1.54,41.85,33.87,49.60,71.10,112398.49,215655.45,45.50,28.63,993.61,7882.41,3324.55,1234.11,823.01,617.38,94.48,78475.39,-78062.64,9808815.07,21467403.23,106318.65,1524.95,256964.41,2465070.23,875119.14,359084.93,89038.43,272641.33,5264459.28,3521957.78,865050.21,0.00
2024-04-12,-2.32,-4.93,98.68,237.61,1.59,0.00,1.62,18.60,6.31,2.35,1.27,1.92,42.83,30.04,49.87,67.54,118008.86,213113.15,53.81,1.49,932.89,8265.11,3723.15,1387.69,810.24,626.24,88.73,117616.28,1965.14,9738313.52,20433513.67,118696.51,141.84,216556.67,2397507.95,859260.22,380361.42,91440.98,256361.24,4168026.99,2833774.04,1066283.07,0.00
2024-04-13,-2.07,-5.82,81.74,230.48,0.91,0.01,2.91,17.46,6.57,1.07,1.24,1.55,43.64,25.71,46.47,66.53,97573.08,205854.45,34.57,11.20,1675.12,7801.47,3823.83,628.15,789.20,613.79,93.94,88063.88,30663.24,7677559.55,22941868.50,82001.20,-59.63,364564.83,2174422.15,1058185.31,152002.52,101507.10,269174.45,3797124.17,2411887.97,1155146.42,0.00
2024-04-14,-2.10,-5.87,72.57,230.40,0.53,0.00,2.78,16.36,7.17,1.94,1.26,1.82,45.87,24.01,46.69,68.42,86864.10,205703.39,20.06,0.01,1602.83,7247.52,4393.98,1143.29,804.71,601.29,112.45,81630.98,-97887.00,9930430.49,25600646.22,46671.42,0.56,480364.69,2852489.65,1350916.11,378699.06,105007.69,378061.50,5037947.45,2536401.00,502464.54,0.00
2024-04-15,-2.44,-3.61,77.74,243.90,0.63,0.06,4.61,23.19,11.70,2.13,1.29,1.99,48.69,29.94,44.27,70.84,93097.61,217881.37,19.95,74.14,2604.80,10311.31,7157.46,1257.61,819.62,600.49,150.88,223828.76,113488.73,13513864.99,35964459.04,97300.03,14087.67,960796.29,4714383.34,2615437.09,482162.77,165289.74,499493.37,6290441.03,4058896.73,2540449.30,0.00
2024-04-16,-2.40,-3.18,78.80,251.94,0.95,0.00,3.62,22.23,10.80,1.99,1.24,1.97,56.76,30.48,42.35,63.62,94358.68,225177.27,34.11,0.01,2036.37,10026.27,6515.68,1171.17,793.20,606.08,141.96,223467.75,170253.53,12476860.46,35568810.61,130384.65,2.16,620573.85,3519723.33,2239569.83,336110.76,153131.00,442225.43,6702384.53,4175976.11,3500129.03,0.00
2024-04-17,-2.20,-2.94,90.15,259.23,1.10,0.00,1.28,22.81,6.53,0.67,1.20,1.58,44.55,44.94,39.07,53.36,107630.75,231470.22,44.55,0.00,737.31,10196.30,3833.31,397.37,764.89,632.54,119.62,224851.85,255601.46,11196264.71,30541375.93,135711.00,0.13,159031.85,2931205.41,1020759.97,89884.05,132591.61,267869.14,4788381.05,5462238.48,3867275.64,0.00
2024-04-18,-2.28,-2.55,88.55,251.51,1.40,0.01,1.26,21.59,4.74,0.17,1.24,2.24,36.26,74.69,39.69,49.39,105724.54,224619.91,49.86,6.72,725.84,9511.53,2776.05,102.82,790.39,606.26,105.46,123825.45,136891.74,8842964.68,27708757.49,154555.18,959.30,150712.98,2773023.12,678994.98,25209.35,126747.50,363914.40,3881108.08,7300652.99,2578101.28,0.00
2024-04-19,-1.94,-1.87,84.49,250.86,1.26,0.00,1.55,14.98,2.02,0.00,1.27,1.58,29.84,77.06,36.19,60.80,100703.77,224758.43,42.31,0.03,891.91,6716.25,1210.51,0.00,807.92,600.50,86.93,27951.68,23467.74,7386048.30,22464694.06,101473.72,-0.84,101580.65,1694375.06,252597.68,0.00,95001.59,203322.39,3339807.93,6320933.47,747180.48,0.00
2024-04-20,-1.85,-1.95,79.32,246.66,0.10,0.00,1.44,12.08,1.89,0.87,1.24,1.49,30.31,71.29,34.48,49.10,94645.74,221126.14,4.33,0.03,830.15,5508.71,1130.78,510.52,792.61,616.48,84.30,806.31,109006.28,6029434.24,21374936.65,12307.65,3.77,79465.49,1338268.83,218890.27,124986.45,104212.65,204374.35,3276775.06,5797190.44,1437037.29,0.00
2024-04-21,-1.85,-5.52,85.50,240.68,0.18,0.00,1.54,13.95,4.42,0.97,1.28,1.44,34.73,44.06,40.23,51.63,102194.18,215640.20,8.26,0.00,884.52,6120.82,2613.37,574.93,813.83,640.74,89.74,29116.05,217655.94,7823521.34,21263668.33,22468.41,0.11,138690.44,1739132.41,624066.35,144998.71,102019.95,235753.18,3691375.45,4107537.84,1550144.83,0.00
2024-04-22,-2.22,-3.50,85.28,239.91,0.39,0.00,2.72,17.88,7.67,1.22,1.20,1.82,40.02,53.28,42.82,66.60,101825.55,214964.18,16.93,5.02,1563.68,7961.51,4619.46,721.15,766.04,598.89,99.18,86647.94,66228.25,8977742.86,23813327.37,47164.16,777.53,353434.60,2462962.70,1292359.66,197985.75,94158.88,358967.00,4318337.31,4575368.27,1274369.96,0.00
2024-04-23,-2.29,-5.33,75.95,229.51,0.52,0.00,2.02,8.05,3.75,0.00,1.21,1.78,22.00,118.61,37.94,63.24,90848.10,205742.60,19.62,0.00,1160.28,3908.24,2193.82,0.00,769.51,546.98,57.17,-25378.23,47111.96,1419654.70,18350745.32,40610.14,-0.07,24099.13,854843.13,441661.66,0.00,86128.32,184160.14,1712757.71,3441341.15,735768.05,0.00
2024-04-24,-2.47,-3.95,77.30,230.26,0.38,0.00,1.74,8.97,6.82,0.86,1.25,1.78,27.78,109.71,41.34,56.21,92426.12,206014.15,9.50,0.00,1003.97,4184.28,4052.28,504.65,798.80,553.76,67.51,-3323.67,126368.52,3934937.10,18424357.28,36731.60,0.00,70306.61,1009484.47,845665.05,98546.34,90470.95,206638.38,2244732.91,5195623.28,1336203.19,0.00
2024-04-25,-1.83,-6.08,82.64,229.79,0.67,0.00,3.18,10.88,7.75,0.74,1.22,0.83,30.21,66.62,38.22,57.44,98442.28,205814.24,14.81,0.00,1778.49,4974.86,4542.22,439.11,779.29,606.54,78.07,5430.86,-38396.22,6319984.02,19502155.11,48473.53,0.00,328502.05,1150022.23,952103.01,98295.51,85486.40,91875.59,2615851.23,4872530.57,243445.22,0.00
2024-04-26,-1.51,-4.39,84.36,245.76,0.68,0.00,7.29,17.84,10.98,1.64,1.24,2.00,47.51,37.28,45.52,51.46,99875.01,220111.14,14.88,2.96,4006.04,7930.30,6576.73,969.55,790.28,621.32,123.18,146668.24,186679.96,11893156.92,28736091.83,73724.25,801.89,1187922.26,2747214.08,2064290.09,293190.44,131988.34,395309.81,5466891.64,4643529.32,3066705.57,0.00
2024-04-27,-2.00,-5.68,78.93,231.39,0.85,0.00,6.17,10.53,10.26,1.05,1.27,1.59,44.82,34.28,44.68,61.24,93457.07,207313.42,19.62,0.01,3426.98,4910.35,6363.27,618.24,811.38,610.18,100.00,35934.13,-42191.01,8968499.04,22930626.43,71251.63,1.53,1053157.63,1381149.45,1782494.19,221006.07,99661.97,311975.37,4545712.95,3403737.27,730422.42,0.00
2024-04-28,-2.21,-3.40,74.73,224.87,0.94,0.00,3.34,8.26,7.48,0.68,1.28,1.62,37.94,62.92,34.06,60.50,88776.54,201133.57,22.20,0.06,1899.66,3845.19,4631.00,403.41,815.92,587.77,90.16,-4433.67,-79631.31,6518558.11,21539083.61,75165.68,6.29,397494.48,1108779.35,1433938.88,137438.34,99012.17,349106.78,3492010.38,4826165.48,204940.37,0.00
2024-04-29,-2.07,-3.46,75.19,238.39,0.56,0.82,6.99,13.09,12.10,1.96,1.48,1.91,46.19,81.07,35.39,51.24,89792.12,213004.68,15.48,817.11,3929.99,5982.64,7285.23,1157.36,928.20,575.77,120.68,174723.75,24453.66,10270457.95,27521990.30,53006.20,165741.87,1091619.89,1919310.91,2124900.27,303407.20,150941.92,385860.69,5338739.77,9340095.95,1934720.66,0.00
2024-04-30,-2.06,-3.73,69.81,253.32,0.86,0.54,1.65,11.05,11.97,1.11,1.67,1.66,42.74,99.31,36.12,46.90,82901.86,226380.44,28.45,557.74,952.56,5114.17,7195.67,651.96,1032.83,566.95,112.93,86850.93,124336.98,7257716.39,30064302.94,120146.32,114622.25,172051.36,1488051.04,1924078.83,155429.37,171059.49,293355.49,4812529.48,9944020.54,2392765.07,0.00
2024-05-01,-2.54,-1.67,72.75,243.95,1.18,0.03,1.63,11.42,7.61,1.16,1.74,1.68,38.36,99.80,38.22,56.26,86864.89,217847.16,33.86,17.88,941.00,5179.47,4553.84,685.39,1079.35,554.95,90.84,70944.29,86487.75,6277008.99,22599135.58,102905.07,1575.29,140889.66,1297754.51,1009539.72,135324.20,133012.96,231863.05,4310435.18,8783270.60,1241671.48,0.00
2024-05-02,-2.18,-0.65,79.32,237.58,0.72,0.85,3.35,12.94,11.82,1.24,1.71,1.98,45.49,92.76,38.37,50.87,95185.50,212710.82,17.79,838.05,1927.53,5828.67,7101.79,728.97,1061.05,564.76,154.94,119079.47,13828.72,9531866.34,37177286.65,77940.70,252342.95,461778.62,1960270.36,3580781.27,203135.56,143732.49,658093.61,10542227.61,12596617.17,1451149.41,0.00
2024-05-03,-2.49,-2.43,77.12,253.01,1.13,0.28,4.87,11.78,21.27,1.66,1.55,1.82,50.81,79.18,27.07,45.62,91639.59,226127.73,29.55,265.14,2709.55,5357.01,13023.75,977.26,971.35,596.08,181.50,314100.26,134613.39,12534023.49,43355944.19,237634.27,159164.73,769532.83,2038287.78,4747582.85,313997.48,177243.49,599257.24,12232993.96,13316303.74,2489741.88,0.00
2024-05-04,-1.56,-2.58,92.70,248.19,1.15,0.14,0.79,10.25,14.19,1.67,1.32,1.57,35.23,70.95,27.22,40.96,108931.41,221481.64,30.37,125.22,455.86,4702.16,8478.66,984.32,838.75,638.21,114.40,103856.78,99867.31,11054056.37,26676155.43,120582.30,22765.33,95427.33,1411788.80,2022044.13,252201.94,126156.68,239170.14,4904171.24,8216808.91,1793463.10,0.00
2024-05-05,-2.51,-4.40,87.20,243.39,0.92,0.16,1.08,9.59,8.82,0.72,1.35,1.52,32.34,75.29,32.59,43.24,102701.82,217177.57,22.19,149.05,621.38,4303.47,5274.62,426.72,861.51,624.02,98.35,21370.38,217302.93,6380090.31,27102805.97,100244.26,38121.74,55694.17,1161513.20,1383793.84,89855.52,136884.66,233385.51,3899405.08,5563146.42,1526463.87,0.00
2024-05-06,-2.00,-6.85,89.87,234.28,0.90,0.00,2.89,9.41,12.09,1.06,1.16,1.29,32.93,91.47,38.44,53.13,105751.84,209233.11,23.09,0.00,1587.39,4410.84,7336.82,623.20,741.26,588.69,87.32,37898.42,174590.49,6859661.30,20621731.42,78794.50,0.10,299259.34,1044612.68,1536787.43,139611.11,76405.67,172796.53,4017296.25,7796974.49,1325164.07,0.00
2024-05-07,-2.00,-5.34,100.67,244.59,0.86,0.43,3.56,12.82,20.05,1.59,1.46,2.12,43.34,59.90,34.98,50.00,118853.98,218718.05,22.76,415.73,1980.82,5886.81,11867.83,936.54,912.38,631.96,463.12,107332.10,220459.41,14165511.10,125037007.35,649806.00,737951.58,550022.30,3955042.03,18716541.38,282044.99,168148.15,2140220.88,41431272.96,20406292.44,2743917.65,0.00
2024-05-08,-2.67,-4.06,104.41,225.62,0.36,0.90,2.48,17.13,27.81,0.90,1.65,2.25,50.53,59.71,30.70,48.66,123780.83,200626.68,13.67,858.01,1430.62,7779.77,16618.31,532.43,1021.50,622.65,1527.05,754937.10,317431.97,16850491.91,394419297.87,2252997.99,2898672.19,431948.57,24582234.02,80645204.66,152876.21,180027.60,5881059.14,158292923.78,47800043.21,20102206.02,0.00
2024-05-09,-1.98,-5.18,106.25,242.44,0.33,0.24,1.70,17.44,34.06,1.88,1.38,1.51,45.31,58.36,23.41,43.14,125896.87,215320.28,12.24,220.23,978.45,7768.27,20096.94,1110.74,850.10,652.72,201.73,353467.01,721366.64,23474268.87,43466520.49,95565.55,41058.23,362558.71,3491801.00,7842941.30,426966.42,151927.02,402067.29,10534118.41,11319491.84,4130213.47,0.00
2024-05-10,-1.71,-6.37,106.15,255.52,0.53,0.02,1.61,14.67,21.68,1.83,1.63,1.54,44.39,60.51,21.48,40.84,125721.11,226952.81,19.23,12.06,925.84,6487.81,12839.80,1080.30,1004.18,664.60,169.21,244495.89,558634.62,20046720.97,39529759.83,107462.77,2255.69,317459.98,2573091.87,4252023.97,364115.21,174705.05,347061.91,8581832.72,10102812.81,2582560.97,0.00
2024-05-11,-2.02,-5.95,105.73,265.98,0.34,0.00,1.00,11.92,9.34,1.98,1.71,1.68,29.07,62.13,19.86,34.71,125230.07,237675.78,11.17,0.00,573.61,5375.06,5818.94,1167.44,1061.51,701.24,117.31,133059.46,318335.56,11763073.83,30212060.10,48039.56,0.00,140117.02,1605216.70,1460253.19,331168.03,153254.08,310882.08,4202285.35,7190312.58,1195049.35,0.00
2024-05-12,-2.01,-5.03,102.82,256.96,0.33,0.00,1.43,11.38,12.57,1.94,1.66,1.19,31.49,32.16,32.05,45.72,121762.47,229579.30,10.45,0.01,825.50,5084.68,7794.52,1141.95,1029.81,699.94,119.58,83784.68,89315.35,12856191.17,28956790.75,40342.23,0.74,239408.59,1958448.84,2260078.71,398301.00,156218.33,240940.13,4999332.91,3827535.54,1306768.46,0.00
2024-05-13,-2.11,-3.95,103.32,258.91,0.47,0.10,3.61,16.33,16.57,2.07,1.72,1.74,32.47,44.35,34.64,55.34,122247.44,231315.12,16.51,132.95,2018.22,7204.03,10234.24,1217.87,1062.09,663.84,127.09,163820.61,-90442.54,14298772.64,29535885.72,63091.01,32629.92,727822.29,3120589.48,3185228.85,481972.38,141298.82,366422.55,5363209.79,5555585.69,1594986.88,0.00
2024-05-14,-2.64,-3.14,105.14,260.00,0.59,0.00,5.55,18.32,18.32,1.88,1.58,1.96,36.89,34.60,35.28,55.88,124490.82,232500.36,20.76,0.06,3092.21,8139.57,11111.84,1108.02,986.38,668.97,145.02,195135.70,25680.03,15586806.21,35202030.17,81279.62,10.46,1253085.22,3281603.51,4018430.74,426426.73,141056.11,410182.40,7424110.14,4556350.05,1970997.93,0.00
2024-05-15,-2.09,-3.11,103.74,261.82,0.62,0.00,4.28,18.86,18.99,1.33,1.53,2.08,38.72,38.74,32.52,54.04,122907.65,234089.88,22.20,0.60,2383.08,8364.82,11385.38,784.13,955.34,665.81,137.78,131964.77,41065.95,15571833.28,34785719.46,85622.96,76.93,836872.93,3354074.85,3582652.07,292878.54,152102.28,475545.65,5690192.61,4537999.13,1403383.04,0.00
2024-05-16,-2.62,-0.94,106.12,272.20,1.07,0.00,4.92,18.92,16.55,1.49,1.73,2.36,42.76,36.56,33.14,44.44,125711.28,243155.26,28.99,0.00,2741.85,8437.37,9930.93,881.51,1071.73,677.32,142.11,241211.39,53011.93,16106253.31,37198400.56,139978.72,0.60,976918.13,3114814.02,3108603.91,296188.76,192136.50,468416.20,6705363.48,4728914.30,2326855.21,0.00
2024-05-17,-2.30,-3.42,96.65,264.11,0.98,0.00,1.35,16.89,9.61,0.96,1.75,1.97,30.46,77.19,36.63,46.38,113626.01,235468.67,29.73,0.04,775.72,7464.99,5663.14,568.16,1083.33,629.63,99.28,162082.14,103428.53,10217520.01,25592314.39,95097.53,4.57,151796.37,1875837.32,1257638.31,131438.65,123281.65,273375.64,3644712.46,7974428.40,1473487.91,0.00
2024-05-18,-1.85,-7.51,90.56,251.10,0.81,0.00,4.35,8.57,11.14,1.13,1.79,1.50,28.28,85.44,31.20,54.34,106612.82,223255.47,19.60,0.00,2414.84,4221.63,6887.70,664.60,1111.89,615.46,78.08,-4102.90,-20236.57,7304583.12,17328323.90,40892.98,0.00,666202.19,933886.20,1635954.55,188861.05,41311.11,259074.88,3337216.12,6374261.61,666646.81,0.00
2024-05-19,-2.01,-7.62,97.03,246.85,0.85,0.00,3.46,15.02,9.80,0.95,1.77,1.09,21.68,91.33,25.95,49.82,114049.74,219618.82,20.81,0.00,1928.54,6647.17,5939.87,562.58,1098.18,629.27,73.37,48259.67,-51249.10,7252666.57,16978432.79,40593.79,0.00,410216.93,1306772.12,1231258.57,134900.50,55526.31,149553.21,2384331.44,6552863.19,487951.38,0.00
2024-05-20,-2.31,-3.62,98.38,270.08,0.38,0.67,6.13,19.00,23.58,1.45,1.70,2.24,42.10,54.17,32.42,49.65,115599.86,240573.32,13.87,648.11,3396.78,8746.21,14694.48,853.39,1053.18,646.92,209.46,266919.35,-85966.11,15828256.08,54604297.01,162888.91,281006.90,1075455.77,3411154.11,6552878.68,293587.67,154762.78,840541.09,14540183.71,8942686.82,2963088.30,0.00
2024-05-21,-3.04,-5.26,98.34,266.88,0.67,0.32,7.58,22.81,28.72,1.83,1.73,2.28,42.42,47.46,38.57,46.77,115535.41,237980.49,23.83,270.59,4211.68,10272.05,18155.63,1076.66,1071.03,649.74,160.44,377190.48,83896.12,19307710.68,34926542.37,106330.00,79661.33,1787534.76,4396744.09,6533604.94,445565.81,162641.17,593971.31,9064768.81,7392613.55,2800457.18,0.00
2024-05-22,-2.34,-6.49,97.44,270.90,0.62,0.06,12.07,24.54,31.13,2.16,1.67,2.22,46.60,24.30,41.53,52.87,114504.81,241631.76,21.64,68.78,6650.61,10896.60,19094.07,1274.09,1034.46,659.43,192.54,283930.27,192230.73,21521637.30,47994759.93,111322.39,20791.24,2888283.64,5609069.11,7735619.18,574341.80,236844.70,592162.15,9258831.57,4758498.67,3090394.67,0.00
2024-05-23,-2.33,-6.40,98.46,276.55,0.56,0.05,13.11,22.51,33.29,2.36,1.65,1.85,45.60,23.82,36.66,53.36,115696.40,246716.14,19.17,57.83,7206.64,10194.16,20549.83,1391.07,1025.31,670.19,202.01,385109.40,130041.68,23570699.87,50089753.94,99764.83,17905.26,3232202.51,5348554.40,8345765.92,612445.53,230913.23,519137.51,10202711.93,5028573.27,2833824.22,0.00
2024-05-24,-2.11,-6.07,98.41,286.91,0.21,0.01,13.77,24.54,23.85,2.91,1.72,1.73,48.75,30.04,30.47,47.34,115632.66,256337.84,7.33,8.70,7594.89,10844.83,14816.92,1713.58,1064.17,677.23,179.50,317264.71,320565.70,22892809.74,42687063.84,38472.33,2119.33,3233368.01,5262777.56,5257650.38,707489.67,217450.27,418142.78,10505835.96,5395899.43,3011644.96,0.00
2024-05-25,-2.47,-6.64,98.28,280.37,0.79,0.00,11.09,19.57,15.55,2.15,1.72,1.82,38.22,25.84,34.07,41.27,115486.37,250357.70,19.33,2.18,6091.99,8870.78,9619.03,1270.67,1063.40,699.37,138.04,211861.90,349054.38,17074904.56,32035775.91,89552.28,449.33,2159474.33,3465847.52,2948696.61,460464.74,162908.83,383860.39,7228466.72,3519023.13,2361688.17,0.00
2024-05-26,-2.22,-7.99,95.80,272.84,0.92,0.00,10.05,17.01,10.78,2.16,1.70,1.91,42.21,17.47,37.50,52.59,112620.83,243585.52,21.75,0.01,5539.83,7700.84,6992.21,1272.48,1052.47,685.30,128.18,89569.62,160190.59,15806873.72,29036637.06,82173.56,1.63,2043907.13,3304402.63,2193128.00,478318.77,141233.68,450307.89,7715819.23,2107285.22,1087534.61,0.00
